Actors,Title,X,Y
 Haruna Ikezawa,Moeyo Ken,2005,6.1
 Haruna Kawaguchi,The Files of Young Kindaichi,2013,6
 Haruna Kawaguchi,My Moochy Boyfriend,2018,7.2
 Haruna Yabuki,Twisted Justice,2016,6.3
 Haruna Yoshizumi,The Torture Club,2014,4.4
 Haruto Nakano,Innocent Curse,2017,3.9
 Harvey Atkin,The Super Mario Bros. Super Show!,1989,6.2
 Harvey Friedman,Making Unorthodox,2020,6.7
 Harvey Guillén,Status Update,2018,5.7
 Harvey Keitel,Bugsy,1991,6.8
 Harvey Keitel,Reservoir Dogs,1992,8.3
 Harvey Keitel,U-571,2000,6.6
 Harvey Keitel,Red Dragon,2002,7.2
 Harvey Keitel,The Irishman,2019,7.9
 Harvey Walker,Strong Island,2017,6.4
 Hasan Denizyaran,4N1K,2017,5.6
 Hasan Husni,Africano,2001,5.9
 Hasan Husni,The Student Cop,2004,6.2
 Hasan Husni,Either Me Or My Auntie,2005,5.3
 Hasan Husni,She Made Me a Criminal,2006,6.5
 Hasan Husni,Karkar,2007,3.3
 Hasan Husni,Boushkash,2008,5.1
 Hasan Husni,Lembi 8 Giga,2010,4.7
 Hasan Husni,Lions Heart,2013,3.3
 Hasan Zaidi,Horror Story,2014,4.2
 Hassan Akkouch,Layla M.,2016,6.7
 Hassan Akkouch,The New World,2016,5.1
 Hassan Brijany,Babas bilar,2006,4.6
 Hassan Hosny,Zaki Chan,2005,6.6
 Hassan Johnson,Blood Brother,2018,4.4
 Hassan Slaby,Spangas In Actie,2015,5.3
 Hassan el Baroudi,Cairo Station,1962,7.6
 Hatairat Egereff,Alone,2007,6.5
 Hattie,Babies,2010,7.1
 Hatty Jones,Madeline,1998,6
 Haven Paschall,World of Winx,2016,6.7
 Haviland Stillwell,Barbie Life in the Dreamhouse,2012,7.3
 Hayal Köseoglu,Sesinde Aşk Var,2019,4.5
 Hayate Ichinose,Kishiryu Sentai Ryusoulger The Movie: Time Slip! Dinosaur Panic!!,2019,7
 Hayato Ichihara,700 Days of battle: us vs. the police,2008,7.1
 Hayato Ichihara,Rookies the Movie: Graduation,2009,6.4
 Hayato Ichihara,Saru Lock,2009,7.8
 Hayato Ichihara,Saru Lock the Movie,2010,5.5
 Hayato Ichihara,Blade of the Immortal,2017,6.8
 Hayato Ichihara,Three Nobunagas,2019,4.5
 Hayato Isohata,My Neighbors the Yamadas,2000,7.2
 Hayato Isomura,We Love,2018,4.8
 Hayato Isomura,What Did You Eat Yesterday?,2019,7.8
 Hayato Kakizawa,Akegarasu,2015,6.1
 Hayden Christensen,Takers,2010,6.2
 Hayden Christensen,American Heist,2015,5
 Hayden Christensen,First Kill,2017,5
 Hayden Christensen,Little Italy,2018,5.7
 Hayden Panettiere,Bring It On: All or Nothing,2006,5.6
 Hayden Panettiere,Heroes,2006,7.5
 Hayden Panettiere,Heroes,2006,7.5
 Hayden Panettiere,Alpha and Omega,2010,5.2
 Hayden Szeto,Truth or Dare: Extended Directors Cut,2018,5.2
 Hayley Atwell,The Sweeney,2013,6.1
 Hayley Kiyoko,Jem and the Holograms,2015,4.2
 Hayley Kiyoko,XOXO,2016,5.3
 Hayley Law,The New Romantic,2018,5.7
 Hayley Maki,Cleo and Cuquin,2018,7.9
 Hayley McElhinney,The Babadook,2014,6.8
 Hayley Squires,"I, Daniel Blake",2017,7.9
 Hays Wellford,Cop Car,2015,6.3
 Hazar Ergüçlü,The Protector,2018,6.7
 Hazel Keech,Bodyguard,2011,4.6
 He Chen,Everybodys Fine,2016,5.9
 He-Hsuan Lin,Secrets in the Hot Spring,2018,6.1
 Heath Ledger,The Patriot,2000,7.2
 Heath Ledger,A Knights Tale,2001,6.9
 Heath Ledger,Brokeback Mountain,2006,7.7
 Heath Ledger,The Dark Knight,2008,9
 Heather Bambrick,Daniel Tigers Neighborhood,2012,7.4
 Heather Bambrick,Atomic Puppet,2016,5.1
 Heather Berlin,Bill Nye: Science Guy,2017,6.3
 Heather Cooley,Cowspiracy,2015,8.3
 Heather Doerksen,LEGO Elves: Secrets of Elvendale,2015,6.8
 Heather Donahue,The Blair Witch Project,1999,6.5
 Heather Graham,Austin Powers: The Spy Who Shagged Me,1999,6.6
 Heather Graham,The Spy,1999,6.6
 Heather Graham,"Whos the Woman, Whos the Man",1999,6.6
 Heather Graham,Whos Next?,1999,6.6
 Heather Graham,Whos Afraid of the Wolf,1999,6.6
 Heather Graham,From Hell,2001,6.8
 Heather Graham,Killing Me Softly,2002,5.5
 Heather Graham,Norm of the North,2016,3.4
 Heather Graham,The Rest Of Us,2020,6.2
 Heather Graham,"Love, Guaranteed",2020,5.5
 Heather Headley,Sweet Magnolias,2020,7.4
 Heather Langenkamp,Home,2016,3.9
 Heather Locklear,The Perfect Man,2005,5.5
 Heather McPhaul,The Innocent Man,2018,7.3
 Heather Peace,Lip Service,2010,7.4
 Heather Sossaman,Cybernatural,2015,5.5
 Hector Babenco,Rita Cadillac: The Lady of the People,2010,6.5
 Hector Elizondo,Turbulence,1997,4.9
 Hector Illanes,The Day of the Lord,2020,4.9
 Hedy Bohm,The Accountant of Auschwitz,2019,7.3
 Hee-ae Kim,Thread of Lies,2014,6.7
 Hee-ae Kim,Cest Si Bon,2015,6
 Hee-ae Kim,The Vanished,2018,6.6
 Hee-ae Kim,Moonlit Winter,2019,7
 Hee-ae Kim,The World of the Married,2020,8.1
 Hee-jin Choi,Crush and Blush,2008,6.3
 Hee-jin Choi,Thirst,2009,7.1
 Hee-joon Lee,The Man Standing Next,2020,7
 Hee-jung Kim,Part-Time Idol,2017,6.9
 Hee-kyung Jin,Sunny,2011,7.8
 Hee-kyung Jin,Sunny,2011,7.8
 Hee-kyung Jin,Suits,2018,7.4
 Hee-ra Kim,Bloody Ties,2006,6.3
 Hee-soon Park,The Scam,2009,6.3
 Hee-soon Park,Beautiful World,2019,8.4
 Hee-won Kim,The Man from Nowhere,2010,7.8
 Hee-won Kim,Gu Family Book,2013,8
 Hee-won Kim,Mr. Go,2013,6
 Hee-won Kim,Lets Eat 2,2013,7.8
 Hee-won Kim,Let’s Eat,2013,7.8
 Hee-won Kim,Hot Young Bloods,2014,6.7
 Hee-won Kim,The King’s Case Note,2017,6.4
 Hee-won Kim,My Punch-Drunk Boxer,2019,5.8
 Heidi Klum,Arctic Dogs,2019,4.7
 Heidi Lee,May We Chat,2014,5
 Heidi von Palleske,RED,2010,7
 Heidi von Palleske,Red,2010,7
 Heidi von Palleske,Red,2010,7
 Heiner Lauterbach,A Girl Called Rosemarie,1996,6.4
 Heiner Lauterbach,Rossini,1997,6.4
 Heiner Lauterbach,Die Gustloff,2008,5.8
 Heiner Lauterbach,Willkommen bei den Hartmanns,2016,6.2
 Heiner Lauterbach,Unter Deutschen Betten,2017,3.7
 Heino Ferch,Vincent Wants to Sea,2011,7
 Heino Ferch,Conni and Co,2016,3.7
 Heino Ferch,Conni and Co. 2,2017,2.6
 Helana Sawires,Alis Wedding,2018,6.9
 Helen George,The Three Musketeers,2011,5.7
 Helen Hunt,The Swiss Family Robinson,1975,6.4
 Helen Hunt,Twister,1996,6.4
 Helen Hunt,Pay It Forward,2000,7.2
 Helen Hunt,Tchoupi,2000,4.6
 Helen Hunt,Soul Surfer,2011,7
 Helen Hunt,Ride,2015,5.7
 Helen Hunt,Ride,2015,5.7
 Helen Hunt,The Miracle Season,2018,6.5
 Helen Hunt,Candy Jar,2018,5.8
 Helen Hunt,I See You,2019,6.8
 Helen Hunt,I See You,2019,6.8
 Helen Hunt,World on Fire,2020,7.2
 Helen Hunt,The Night Clerk,2020,5.5
 Helen McCrory,Peaky Blinders,2014,8.8
 Helen McCrory,The Woman in Black 2: Angel of Death,2015,4.8
 Helen Mirren,The Queens Gambit,2006,7.3
 Helen Mirren,State of Play,2009,7.1
 Helen Mirren,The Debt,2011,6.8
 Helen Mirren,Red 2,2013,6.6
 Helen Mirren,The Hundred-Foot Journey,2014,7.3
 Helen Mirren,Woman in Gold,2015,7.3
 Helen Mirren,Documentary Now!,2015,8.1
 Helen Mirren,Eye in the Sky,2016,7.3
 Helen Mirren,Winchester,2018,5.5
 Helen Mirren,The Leisure Seeker,2018,6.7
 Helen Mirren,Anna,2019,6.6
 Helen Mirren,The Good Liar,2019,6.6
 Helen Rappaport,The Russian Revolution,2017,6.6
 Helen Sjöholm,As It Is in Heaven,2004,7.5
 Helen Slater,The Secret of My Success,1987,6.5
 Helena Bergström,1939,1989,5.5
 Helena Bergström,AndrÃ© & his olive tree,1994,5.4
 Helena Bergström,The Cake General,2018,6.8
 Helena Bonham Carter,A Room with a View,1986,7.3
 Helena Bonham Carter,Howards End,1993,7.4
 Helena Bonham Carter,Mary Shelleys Frankenstein,1994,6.4
 Helena Bonham Carter,Planet of the Apes,2001,5.7
 Helena Bonham Carter,Wallace and Gromit: The Curse of the Were-Rabbit,2005,7.3
 Helena Bonham Carter,Charlie and the Chocolate Factory,2005,6.6
 Helena Bonham Carter,Corpse Bride,2005,7.3
 Helena Bonham Carter,Sweeney Todd,2007,7.3
 Helena Bonham Carter,Terminator: Salvation,2009,6.5
 Helena Bonham Carter,The Gruffalo,2010,7.5
 Helena Bonham Carter,The Kings Speech,2010,8
 Helena Bonham Carter,The Gruffalos Child,2011,7.2
 Helena Bonham Carter,Dark Shadows,2012,6.2
 Helena Bonham Carter,Sgt. Stubby: An American Hero,2018,6.9
 Helena Bonham Carter,Enola Holmes,2020,6.6
 Helena Bonham Carter,Dragonheart: Vengeance,2020,5.3
 Helena Johnson,Top End Wedding,2019,6.3
 Helena Little,I Capture the Castle,2003,6.9
 Helena Norowicz,The Man with the Magic Box,2017,5.6
 Helena Sujecka,Dovlatov,2018,6.4
 Helena-Lia Tachovská,Hannibal Rising,2007,6.2
 Helene Beltracchi,Beltracchi: Die Kunst der Fälschung,2014,7.2
 Helene Egelund,Barbara,1997,6.3
 Helene Joy,Murdoch Mysteries,2008,8.1
 Helene Nybråten,Asfaltenglene,2010,4.6
 Helge Schneider,My Fuhrer,2007,5.5
 Heljä Heikkinen,Angry Birds,2013,6.2
 Helmfried von Lüttichau,Hubert und Staller: Die ins Gras beissen,2013,7.2
 Helmfried von Lüttichau,Hubert und Staller - Unter Wölfen,2016,6.8
 Helmfried von Lüttichau,Hubert und Staller,2016,6.8
 Helmut Bakaitis,The Matrix Revolutions,2003,6.8
 Helmut Fischer,Monaco Franze,1983,8.2
 Heléne Lombard,French Toast,2015,5.7
 Hema Malini,Lal Patthar,1971,6.5
 Hema Malini,Alibaba Aur 40 Chor,1980,6.2
 Hema Malini,Bbuddah Hoga Terra Baap,2011,5.6
 Hema Malini,Shimla Mirchi,2020,4.6
 Hemangi Kavi,Savita Damodar Paranjpe,2018,5.9
 Hemant Dhome,Poshter Girl,2016,6.8
 Hemendra Dandotiya,Paan Singh Tomar,2012,8.2
 Hemky Madera,Queen of the South,2016,7.9
 Henley Hii,23:59,2011,4.6
 Henley Hii,All Because of You,2020,3.6
 Henning Jensen,Summer of 92,2015,6.9
 Henri Garcin,The Woman Next Door,1981,7.3
 Henri Labussière,The Adventures of Tintin,1991,8.3
 Henri Nassiet,Bay of Angels,1963,7.3
 Henri Serre,Jules and Jim,1962,7.8
 Henri-Jacques Huet,Breathless,1961,7.8
 Henriette Confurius,Tannbach - Schicksal eines Dorfes,2015,7.6
 Henriette Confurius,Tribes of Europa,2021,6.2
 Henriette Richter-Röhl,Autobahnraser,2004,4.8
 Henrik Dahl,"Lets Go, JETS! From Small Town Girls to U.S. Champions?!",2008,7.9
 Henrik Dahl,Lets Dance,2008,7.9
 Henrik Dahl,Lets Fight Ghost,2008,7.9
 Henrik Forsbak Langfeldt,Hokus pokus Albert Åberg,2013,5.9
 Henrik Koefoed,The Giant,2017,6.2
 Henrik Koefoed,The Incredible Story of the Giant Pear,2017,6.2
 Henrik Mestad,The Art of Negative Thinking,2006,7.1
 Henrik Mestad,Occupied,2016,7.7
 Henrik Mestad,Conspiracy of Silence,2018,6.5
 Henrik Norlén,Stockholm Ostra,2011,6.2
 Henrik Norlén,Modus,2015,6.8
 Henrik Prip,The Big Day,2005,5.4
 Henrik Prip,Den Store Dag,2005,5.4
 Henrik Rafaelsen,Thelma,2017,7
 Henry Alfaro,LA 92,2017,8.2
 Henry Ascher,Life Overtakes Me,2019,6.5
 Henry B. Walthall,The Way of the World,1910,5.3
 Henry Bergman,Modern Times,1936,8.5
 Henry Czerny,Mission: Impossible,1996,7.1
 Henry Czerny,Chaos,2005,6.5
 Henry Daniell,The Great Dictator,1941,8.4
 Henry Douthwaite,Solis,2018,4.7
 Henry Fonda,Once Upon a Time in the West,1969,8.5
 Henry Golding,Crazy Rich Asians,2018,6.9
 Henry Golding,Monsoon,2020,5.9
 Henry Hanikka,Tuntematon sotilas,2009,6.6
 Henry Hunter Hall,Waist Deep,2006,5.9
 Henry Hübchen,Da Geht Noch Was,2013,6.3
 Henry Ian Cusick,The Girl on the Train,2014,4.3
 Henry Joost,Catfish,2010,7.1
 Henry Keane,A Trash Truck Christmas,2020,5.3
 Henry Keane,Trash Truck,2020,8.4
 Henry Kissinger,The Spy Who Fell to Earth,2019,6.6
 Henry Lau,Oh My Venus,2015,7.9
 Henry Lau,Double World,2020,6.1
 Henry Paulson,Hank: Five Years from the Brink,2013,6.6
 Henry Rollins,He Never Died,2015,6.4
 Henry Silva,Le marginal,1983,6.4
 Henry Thomas,E.T. the Extra-Terrestrial,1982,7.8
 Henry Thomas,Ouija: Origin of Evil,2016,6.1
 Henry Thomas,The Haunting of Hill House,2018,8.6
 Henry van Loon,De Boskampis,2015,7
 Hente Sodderland,My Beautiful Broken Brain,2016,7.1
 Hepi Mita,Merata: How Mum Decolonised the Screen,2019,7
 Herb Caillouet,The Killing of a Sacred Deer,2017,7
 Herbert Bautista,The House Arrest of Us,2020,8.3
 Herbert Grönemeyer,Das Boot: Directors Cut,1982,8.3
 Herbert Grönemeyer,Das Boot: Theatrical Cut,1982,8.3
 Herbert Russell,House Arrest,1996,5.9
 Herbert Russell,The Hungover Games,2014,3.6
 Herbert W. Ankrom,The Sweetest Thing,2002,5.2
 Herizen F. Guardiola,Dare Me,2019,6.8
 Herjunot Ali,The Doll 2,2017,5.3
 Herjunot Ali,Suzzanna: Buried Alive,2018,5.6
 Hermila Guedes,Love for Sale,2006,7.2
 Hermione Corfield,Fallen,2017,5.4
 Hermione Corfield,Rust Creek,2020,5.9
 Hermione Norris,Cold Feet,2000,8.2
 Hernán Mendoza,The 4th Company,2018,6.2
 Hernán Safaniuk,Green Gold,2010,9
 Hernán Zin,Dying to Tell,2019,6.8
 Herun Wang,Yanxi Palace: Princess Adventures,2019,5.9
 Hervé Pierre,Diary of a Chambermaid,2015,5.5
 Hetty Brown,Simon,2017,4.9
 Heydon Prowse,The Secret Garden,1993,7.3
 Hiam Abou Chedid,Taxi Ballad,2012,6
 Hideaki Anno,The Wind Rises,2014,7.8
 Hideaki Takizawa,Innocent Curse,2017,3.9
 Hidekazu Mashima,Crisis: Special Security Squad,2017,7.1
 Hideko Okiyama,Profound Desires of the Gods,1970,7.7
 Hidetaka Yoshioka,Railroad Man,1999,7.2
 Hideyo Amamoto,All Monsters Attack,1971,3.9
 Hideyuki Kasahara,Psychic Kusuo,2017,5.5
 Hie-bong Jo,Tunnel,2017,8.3
 Hie-jin Jang,A Girl at My Door,2014,6.9
 Hie-jin Jang,The Scholar Who Walks the Night,2015,7.3
 Hiei Kimura,Nobody Knows,2004,8.1
 Hiiro Ishibashi,Children of the Sea,2019,6.5
 Hikari Ishida,Mischievous Kiss: The Movie Part 1 High School Ver,2016,6.6
 Hikari Ishida,Mischievous Kiss: The Movie Part 2 Campus Ver,2017,7
 Hikari Ishida,Secret Unrequited Love,2019,7.2
 Hikari Kuroki,Ultraman Z,2020,8.6
 Hikari Mitsushima,Way To Find The Best Life,2019,5.4
 Hikaru Midorikawa,Persona 3 The Movie: #4 Winter of Rebirth,2013,6.8
 Hikaru Midorikawa,Persona 3 the Movie: #2 Midsummer Knights Dream,2013,6.8
 Hikaru Midorikawa,Persona 3 the Movie: #1 Spring of Birth,2013,6.8
 Hikaru Midorikawa,Havent You Heard? Im Sakamoto,2016,7.2
 Hikaru Ohsawa,Kamen Rider Heisei Generations: Dr. Pac-Man vs. Ex-Aid and Ghost with Legend Rider,2016,7.7
 Hikaru Ohsawa,The Masked Rider #1,2016,5.6
 Hilal Azman,Wira,2019,6.3
 Hilarie Burton,Growing Up Smith,2017,6.8
 Hilarie Cash,Screened Out,2020,6.7
 Hilary Haag,Dennou Coil,2007,7.9
 Hilary Haag,"How clumsy you are, Miss Ueno.",2019,5.9
 Hilary Rose,The Young Offenders,2016,7.1
 Hilary Swank,Million Dollar Baby,2005,8.1
 Hilary Swank,P.S. I Love You,2007,7
 Hilary Swank,Conviction,2010,7.2
 Hilary Swank,Away,2020,6.6
 Hilda Borgström,Ingeborg Holm,1913,7.1
 Hilde Ceylan,Die Bülent Ceylan Show,2011,4
 Hill Harper,Limitless,2015,7.7
 Hill Harper,All Eyez on Me,2017,5.9
 Hillary Clinton,The Story of Diana,2017,8
 Hillary Clinton,Mercury 13,2018,6.8
 Hillary Clinton,John Lewis: Good Trouble,2020,7.1
 Hillary Clinton,Hillary,2020,6.4
 Hilter Frazão,Boi,2019,8.6
 Hilton Als,Joan Didion: The Center Will Not Hold,2017,7.4
 Hilton Als,Toni Morrison: The Pieces I Am,2019,7.4
 Hima Singh,Love and Shukla,2018,7.4
 Himaja,Aaviri,2019,4.3
 Himanshu Sharma,Dear Dad,2016,6.4
 Himanshu Thakkar,SunGanges,2019,7.8
 Himeka Himejima,Sadako,2019,4.1
 Himesh Patel,Yesterday,2019,6.8
 Himesh Patel,The Luminaries,2020,6.3
 Himesh Reshammiya,Love On-Air,2009,2.9
 Hin-Wai Au,Dont Go Breaking My Heart,2011,6.5
 Hina Dilpazir,The Donkey King,2018,6.4
 Hina Dilpazir,7 Din Mohabbat In,2018,4.9
 Hina Kino,Asobi Asobase: Workshop Of Fun,2018,7.9
 Hinako Sakurai,Marmalade Boy,2018,5.8
 Hind Rustum,Cairo Station,1962,7.6
 Hind Sabri,The Blue Elephant 2,2019,8.2
 Hinnerk Schönemann,Neue Vahr Sud,2010,6.7
 Hippolyte Girardot,Out of Life,1991,6.8
 Hippolyte Girardot,Incontrôlable,2006,3.2
 Hippolyte Girardot,Linvite,2007,5.6
 Hiro Mizushima,DROP,2009,6.6
 Hiro Shimono,Attack on Titan: The Roar of Awakening,2018,8.1
 Hiroaki Hirata,Digimon Adventure,1999,7.9
 Hiroaki Hirata,ONE PIECE,2001,6.9
 Hiroaki Hirata,One Piece: Adventure on Nejimaki Island,2001,6.9
 Hiroaki Hirata,One Piece The Movie: Dead End no Boken,2003,7.3
 Hiroaki Hirata,Nasu: Summer in Andalusia,2003,7
 Hiroaki Hirata,One Piece: The Cursed Holy Sword,2004,6.8
 Hiroaki Hirata,One Piece: The Giant Mechanical Soldier of Karakuri Castle,2006,6.6
 Hiroaki Hirata,"One Piece: Episode of Chopper: Bloom in the Winter, Miracle Sakura",2008,7.1
 Hiroaki Hirata,Tiger and Bunny,2011,7.5
 Hiroaki Hirata,After the Rain,2018,7.5
 Hiroaki Hirata,Banana Fish,2018,8
 Hiroaki Hirata,B: The Beginning,2018,7.2
 Hiroaki Hirata,Maquia: When the Promised Flower Blooms,2018,7.5
 Hiroaki Mayama,Be my slave,2017,5.2
 Hiroaki Murakami,All-Round Appraiser Q -The Eyes of Mona Lisa,2014,6.1
 Hirofumi Arai,"Josee, the Tiger and the Fish",2003,7.4
 Hirofumi Arai,Heavens Bookstore,2004,6.5
 Hirofumi Arai,Sway,2006,7.2
 Hirofumi Arai,Kanikosen,2009,5.8
 Hirofumi Arai,Liar Game: Reborn,2012,6.5
 Hirofumi Arai,Ushijima The Loan Shark,2012,6.1
 Hirofumi Arai,Akegarasu,2015,6.1
 Hirofumi Arai,The Katsuragi Murder Case,2016,6.2
 Hirofumi Arai,HK2: The Abnormal Crisis,2016,5.6
 Hirofumi Arai,Psychic Kusuo,2017,5.5
 Hirofumi Arai,A Boy Who Wished to Be Okuda Tamio and a Girl Who Drove All Men Crazy,2017,5.7
 Hirofumi Arai,The Blue Hearts,2017,4.1
 Hirofumi Nojima,Toradora!,2008,8
 Hirofumi Nojima,Kurokos Basketball,2012,8.3
 Hiroki Hasegawa,Princess Jellyfish,2014,6.1
 Hiroki Hasegawa,Attack on Titan: Part 2,2015,4.8
 Hiroki Hasegawa,Mozu the Movie,2015,4.9
 Hiroki Hasegawa,Godzilla: Resurgence,2016,6.8
 Hiroki Matsukata,Battles Without Honor and Humanity,1973,7.5
 Hiroki Nanami,Somali and the Forest Spirit,2020,7.6
 Hiroki Narimiya,Sakuran,2007,6.9
 Hiroki Narimiya,Nana,2008,7.1
 Hiroki Narimiya,DROP,2009,6.6
 Hiroki Narimiya,The Floating Castle,2012,6.4
 Hiroki Narimiya,Ace Attorney,2012,6.6
 Hiroki Narimiya,The Complex,2013,5.1
 Hiroki Narimiya,Partners: The Movie III,2014,5.4
 Hiroki Suzuki,Ju-on White Ghost,2009,6
 Hiroki Suzuki,Dororo,2019,8.4
 Hiroki Touchi,Bokurano,2007,7.3
 Hiroki Touchi,Fairy Tail the Movie: Phoenix Priestess,2012,7.1
 Hiroki Touchi,B: The Beginning,2018,7.2
 Hiroki Yasumoto,Bleach: Memories of Nobody: The Movie,2006,7.2
 Hiroki Yasumoto,Bleach: The Movie 2: The Diamond Dust Rebellion,2007,7.1
 Hiroki Yasumoto,Megalo Box,2018,7.8
 Hiroki Yasumoto,VINLAND SAGA,2019,8.8
 Hiroko Itô,Kanto Wanderer,1963,6.9
 Hiroko Yakushimaru,Wasao,2011,5.9
 Hiroko Yakushimaru,The 8-Year Engagement,2017,7.1
 Hiromi Igarashi,Long Riders!,2016,6.8
 Hiromi Nagasaku,Sex Is No Laughing Matter,2008,6.3
 Hiromi Tsuru,Trigun,2003,8.3
 Hiromi Tsuru,Dragon Ball Z: Wrath of the Dragon,2006,7.5
 Hirona Yamazaki,Orange,2015,7
 Hiroomi Tosaka,Hot Road,2014,5.9
 Hiroomi Tosaka,Snow Flower,2019,6.1
 Hiroshi Abe,Trick: The Movie,2002,6.3
 Hiroshi Abe,At-Home Dad,2004,6.9
 Hiroshi Abe,He Who Cant Marry,2006,8.2
 Hiroshi Abe,Fist of the North Star: New Saviour Legend,2006,6.8
 Hiroshi Abe,Moryo no Hako,2007,5.8
 Hiroshi Abe,Fist of the North Star: The Legend of Yuria,2007,6.6
 Hiroshi Abe,Happily Ever After,2007,6.7
 Hiroshi Abe,Chocolate,2008,6.9
 Hiroshi Abe,Fist of the North Star: The Legend of Kenshiro,2008,7
 Hiroshi Abe,Glory Of Team Batista,2008,5.9
 Hiroshi Abe,The Wings of the Kirin,2012,6.6
 Hiroshi Abe,Thermae Romae,2012,6.4
 Hiroshi Abe,Thermae Romae,2012,6.4
 Hiroshi Abe,Trick The Movie: Last Stage,2014,6.3
 Hiroshi Abe,Thermae Romae II,2014,6.1
 Hiroshi Abe,After the Storm,2016,7.4
 Hiroshi Fujioka,The Masked Rider #1,2016,5.6
 Hiroshi Ishikawa,Godzilla vs. Gigan,1977,5.7
 Hiroshi Kamiya,Honey and Clover,2005,7.9
 Hiroshi Kamiya,Natsumes Book of Friends,2008,8.1
 Hiroshi Kamiya,Angel Beats,2010,7.7
 Hiroshi Kamiya,Arakawa Under the Bridge,2010,7.1
 Hiroshi Kamiya,Bleach The Movie: Fade to Black,2011,7.3
 Hiroshi Kamiya,Prison School,2015,7.6
 Hiroshi Kamiya,The Disastrous Life of Saiki K.: Reawakened,2019,7.9
 Hiroshi Kawaguchi,Floating Weeds,1970,8
 Hiroshi Koizumi,Godzilla Raids Again,1959,5.9
 Hiroshi Koizumi,Mothra,1962,6.6
 Hiroshi Koizumi,Ghidorah: The Three Headed Monster,1965,6.7
 Hiroshi Koizumi,Godzilla: Tokyo S.O.S.,2003,6.6
 Hiroshi Masuoka,Soreike! Anpanman,1988,7
 Hiroshi Mikami,Swallowtail Butterfly,1996,7.6
 Hiroshi Nagano,Hard Luck Hero,2003,6.1
 Hiroshi Tachi,Abunai Deka Returns,1996,4.7
 Hiroshi Tachi,Abunai deka forever the movie,1998,4.5
 Hiroshi Tamaki,Heavenly Forest,2007,7.5
 Hiroshi Tamaki,Nodame Cantabile: The Movie I,2009,7.2
 Hiroshi Tamaki,Nodame Cantabile Paris,2009,7.2
 Hiroshi Tamaki,Nodame Cantabile Finale,2010,7.2
 Hiroshi Tamaki,Nodame Cantabile: The Movie II,2010,7.2
 Hiroshi Tamaki,The Lady Shogun and Her Men,2010,6.4
 Hiroshi Tamaki,Time Trip App,2014,5.4
 Hiroshi Tamaki,Detective Mitarais Casebook: The Clockwork Current,2016,5
 Hiroshi Tsuchida,Usagi Drop,2011,8.3
 Hiroshi Tsuchida,Blackfox,2019,6.2
 Hirotaka Suzuoki,Mobile Suit Gundam II: Soldiers of Sorrow,1981,7.3
 Hirotaka Suzuoki,Mobile Suit Gundam III: Encounters in Space,1982,7.7
 Hirotaka Suzuoki,Mobile Suit Zeta Gundam,1985,8.2
 Hirotaka Suzuoki,Mobile Suit Gundam: Chars Counterattack,1988,7.4
 Hirotaka Suzuoki,Mobile Suit Gundam,2001,8
 Hiroya Shimizu,Liverleaf,2018,6.2
 Hiroyuki Kawase,Godzilla vs. Hedorah,1972,6.1
 Hiroyuki Kawase,Godzilla vs. Megalon,1976,4.8
 Hiroyuki Konishi,Mega Monster Battle: Ultra Galaxy,2009,6.7
 Hiroyuki Miyasako,At-Home Dad,2004,6.9
 Hiroyuki Miyasako,Moryo no Hako,2007,5.8
 Hiroyuki Onoue,Kantaro: The Sweet Tooth Salaryman,2017,7.7
 Hiroyuki Onoue,Jimmy: The True Story of a True Idiot,2018,6.8
 Hiroyuki Yoshino,The Tatami Galaxy,2010,8.5
 Hiroyuki Yoshino,Space Dandy,2014,8.1
 Hisahiro Ogura,Detective Mitarais Casebook: The Clockwork Current,2016,5
 Hisahiro Ogura,Aircraft Carrier Ibuki,2019,4.6
 Hisako Kanemoto,Children Who Chase Lost Voices,2011,7.2
 Hisako Kanemoto,Gate,2015,7.5
 Hisako Kanemoto,Gamers!,2017,6.6
 Hisako Kyôda,Nausicaä of the Valley of the Wind,1987,8.1
 Hisao Egawa,Slam Dunk,1993,8.7
 Hisashi Igawa,Rhapsody in August,1991,7.2
 Hisashi Yoshizawa,One Missed Call 2,2005,5.4
 Hisashi Yoshizawa,I Am a Hero,2016,6.8
 Hisham Fageeh,Barakah Meets Barakah,2016,6.2
 Hitham Omari,Sand Storm,2016,6.8
 Hitomi Kuroki,Shitsurakuen,1997,6.6
 Hitomi Satô,Ringu,1998,7.2
 Hitomi Satô,Ringu 2,1999,5.9
 Hitoshi Yanai,Jormungand,2012,7.5
 Hiyori Sakurada,Bitter Sweet,2016,6
 Hiyori Sakurada,We Love,2018,4.8
 Ho-jeong Yu,Sunny,2011,7.8
 Ho-jeong Yu,Sunny,2011,7.8
 Ho-jeong Yu,Rosebud,2019,6.3
 Ho-jin Chun,All for Love,2005,6.8
 Ho-jin Chun,A Dirty Carnival,2006,7.3
 Ho-jin Chun,The Unjust,2010,6.7
 Ho-jin Chun,Doctor Stranger,2014,7.4
 Ho-jin Chun,Save Me,2017,8
 Hoi-Pang Lo,Sao du,2013,6.6
 Holliday Grainger,Jane Eyre,2011,7.3
 Holliday Grainger,The Borgias,2011,7.9
 Holliday Grainger,My Cousin Rachel,2017,6
 Holliday Grainger,Tulip Fever,2017,6.2
 Holly Earl,Loving Vincent,2017,7.8
 Holly Gauthier-Frankel,H2O: Mermaid Adventures,2015,5.9
